event_slug;category_name;distance;current_fee;currency;previous_fee;previous_year;fee_trend;start_time;registration_deadline;time_limit;elevation_gain;registration_url;source_url;last_checked;confidence;review_note
vienna-city-marathon-2027;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://www.vienna-marathon.com/;https://www.vienna-marathon.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
valencia-marathon-trinidad-alfonso-zurich-2026;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://www.valenciaciudaddelrunning.com/en/marathon/;https://www.valenciaciudaddelrunning.com/en/marathon/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
tcs-amsterdam-marathon-2026;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://www.tcsamsterdammarathon.eu/;https://www.tcsamsterdammarathon.eu/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
adidas-stockholm-marathon-2027;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://www.stockholmmarathon.se/;https://www.stockholmmarathon.se/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
edp-lisbon-marathon-2026;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://maratonalisboa.com/;https://maratonalisboa.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
edp-lisbon-marathon-2026;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://maratonalisboa.com/;https://maratonalisboa.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
edp-lisbon-marathon-2026;8K;8 km;;;;;needs_fee_review;;;;;https://maratonalisboa.com/;https://maratonalisboa.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
valencia-half-marathon-trinidad-alfonso-zurich-2026;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://www.valenciaciudaddelrunning.com/en/half/;https://www.valenciaciudaddelrunning.com/en/half/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
generali-berlin-half-marathon-2027;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://www.generali-berliner-halbmarathon.de/en/;https://www.generali-berliner-halbmarathon.de/en/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
nn-marathon-rotterdam-2026;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://nnmarathonrotterdam.nl/en/;https://nnmarathonrotterdam.nl/en/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
schneider-electric-marathon-de-paris-2026;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://www.schneiderelectricparismarathon.com/en;https://www.schneiderelectricparismarathon.com/en;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
vodafone-prague-marathon-2026;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://www.runczech.com/en/events/vodafone-prague-marathon-2026;https://www.runczech.com/en/events/vodafone-prague-marathon-2026;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
barcelona-marathon-2027;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://www.zurichmaratobarcelona.es/;https://www.zurichmaratobarcelona.es/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
rome-marathon-2027;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://www.runromethemarathon.com/;https://www.runromethemarathon.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
madrid-marathon-2027;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://rocknrollmadridrun.com/;https://rocknrollmadridrun.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
madrid-marathon-2027;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://rocknrollmadridrun.com/;https://rocknrollmadridrun.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
madrid-marathon-2027;10K;10 km;;;;;needs_fee_review;;;;;https://rocknrollmadridrun.com/;https://rocknrollmadridrun.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
dublin-marathon-2026;Marathon;42.195 km;;;;;needs_fee_review;;;;;https://irishlifedublinmarathon.ie/;https://irishlifedublinmarathon.ie/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
zugspitz-ultratrail-2026;Ultra Trail;107 km;;;;;needs_fee_review;;;;;https://zugspitz.utmb.world/;https://zugspitz.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
zugspitz-ultratrail-2026;Ehrwald Trail;86 km;;;;;needs_fee_review;;;;;https://zugspitz.utmb.world/;https://zugspitz.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
zugspitz-ultratrail-2026;Leutasch Trail;69 km;;;;;needs_fee_review;;;;;https://zugspitz.utmb.world/;https://zugspitz.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
zugspitz-ultratrail-2026;Mittenwald Trail;44 km;;;;;needs_fee_review;;;;;https://zugspitz.utmb.world/;https://zugspitz.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
zugspitz-ultratrail-2026;Garmisch-Partenkirchen Trail;29 km;;;;;needs_fee_review;;;;;https://zugspitz.utmb.world/;https://zugspitz.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
hoka-utmb-mont-blanc-2026;UTMB;approx. 176 km;;;;;needs_fee_review;;;;;https://montblanc.utmb.world/;https://montblanc.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
hoka-utmb-mont-blanc-2026;CCC;approx. 101 km;;;;;needs_fee_review;;;;;https://montblanc.utmb.world/;https://montblanc.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
hoka-utmb-mont-blanc-2026;TDS;approx. 148 km;;;;;needs_fee_review;;;;;https://montblanc.utmb.world/;https://montblanc.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
hoka-utmb-mont-blanc-2026;OCC;approx. 57 km;;;;;needs_fee_review;;;;;https://montblanc.utmb.world/;https://montblanc.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
mozart-100-by-utmb-2026;Mozart 100;100 km;;;;;needs_fee_review;;;;;https://mozart.utmb.world/;https://mozart.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
mozart-100-by-utmb-2026;Ultra;Ultra distance;;;;;needs_fee_review;;;;;https://mozart.utmb.world/;https://mozart.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
mozart-100-by-utmb-2026;Marathon;Marathon;;;;;needs_fee_review;;;;;https://mozart.utmb.world/;https://mozart.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
mozart-100-by-utmb-2026;Half Marathon;Half Marathon;;;;;needs_fee_review;;;;;https://mozart.utmb.world/;https://mozart.utmb.world/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
transvulcania-2027;Ultramarathon;Ultra distance;;;;;needs_fee_review;;;;;https://transvulcania.com/;https://transvulcania.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
transvulcania-2027;Marathon;Marathon;;;;;needs_fee_review;;;;;https://transvulcania.com/;https://transvulcania.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
transvulcania-2027;Half Marathon;Half Marathon;;;;;needs_fee_review;;;;;https://transvulcania.com/;https://transvulcania.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
transvulcania-2027;Vertical Kilometer;Vertical KM;;;;;needs_fee_review;;;;;https://transvulcania.com/;https://transvulcania.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
100-meilen-berlin-mauerweglauf-2026;100 Meilen Berlin;100 miles / 161 km;;;;;needs_fee_review;;;;;https://www.100meilen.de;https://www.100meilen.de;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
challenge-roth-2026;Long Distance Triathlon;3.8 km swim / 180 km bike / 42.2 km run;;;;;needs_fee_review;;;;;https://www.challenge-roth.com/de/;https://www.challenge-roth.com/de/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
ironman-70-3-duisburg-2026;IRONMAN 70.3;1.9 km swim / 90 km bike / 21.1 km run;;;;;needs_fee_review;;;;;https://www.ironman.com/races/im703-duisburg;https://www.ironman.com/races/im703-duisburg;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
ironman-70-3-leipzig-2026;IRONMAN 70.3;1.9 km swim / 90 km bike / 21.1 km run;;;;;needs_fee_review;;;;;https://www.ironman.com/races/im703-leipzig;https://www.ironman.com/races/im703-leipzig;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
ironman-70-3-erkner-2026;IRONMAN 70.3;1.9 km swim / 90 km bike / 21.1 km run;;;;;needs_fee_review;;;;;https://www.ironman.com/races/im703-erkner;https://www.ironman.com/races/im703-erkner;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
ironman-kaernten-klagenfurt-austria-2026;IRONMAN;3.8 km swim / 180 km bike / 42.2 km run;;;;;needs_fee_review;;;;;https://www.ironman.com/races/im-austria;https://www.ironman.com/races/im-austria;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
ironman-copenhagen-2026;IRONMAN;3.8 km swim / 180 km bike / 42.2 km run;;;;;needs_fee_review;;;;;https://www.ironman.com/races/im-copenhagen;https://www.ironman.com/races/im-copenhagen;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
ironman-switzerland-thun-2026;IRONMAN;3.8 km swim / 180 km bike / 42.2 km run;;;;;needs_fee_review;;;;;https://www.ironman.com/races/im-switzerland;https://www.ironman.com/races/im-switzerland;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
challenge-almere-amsterdam-2026;Long Distance Triathlon;3.8 km swim / 180 km bike / 42.2 km run;;;;;needs_fee_review;;;;;https://challenge-almere.com/challenge-almere-amsterdam/;https://challenge-almere.com/challenge-almere-amsterdam/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
challenge-peguera-mallorca-2026;Middle Distance Triathlon;1.9 km swim / 90 km bike / 21.1 km run;;;;;needs_fee_review;;;;;https://challenge-mallorca.com/;https://challenge-mallorca.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
challenge-kaiserwinkl-walchsee-2026;Middle Distance Triathlon;1.9 km swim / 90 km bike / 21.1 km run;;;;;needs_fee_review;;;;;https://challenge-walchsee.com/;https://challenge-walchsee.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
challenge-kaiserwinkl-walchsee-2026;Aquabike;Swim / bike;;;;;needs_fee_review;;;;;https://challenge-walchsee.com/;https://challenge-walchsee.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
challenge-kaiserwinkl-walchsee-2026;Swim and Run;Swim / run;;;;;needs_fee_review;;;;;https://challenge-walchsee.com/;https://challenge-walchsee.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
bielefelder-triathlon-2026;Sprint;Sprint triathlon;;;;;needs_fee_review;;;;;https://www.triathlon-bielefeld.de/anmeldung;https://www.triathlon-bielefeld.de/anmeldung;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
bielefelder-triathlon-2026;Relay;Relay;;;;;needs_fee_review;;;;;https://www.triathlon-bielefeld.de/anmeldung;https://www.triathlon-bielefeld.de/anmeldung;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
bielefelder-triathlon-2026;Youth;Youth race;;;;;needs_fee_review;;;;;https://www.triathlon-bielefeld.de/anmeldung;https://www.triathlon-bielefeld.de/anmeldung;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
koln-triathlon-2026;Sprint;Sprint triathlon;;;;;needs_fee_review;;;;;https://www.koeln-triathlon.com/;https://www.koeln-triathlon.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
koln-triathlon-2026;Olympic;Olympic distance;;;;;needs_fee_review;;;;;https://www.koeln-triathlon.com/;https://www.koeln-triathlon.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
koln-triathlon-2026;Middle Distance;Middle distance;;;;;needs_fee_review;;;;;https://www.koeln-triathlon.com/;https://www.koeln-triathlon.com/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
suzuki-world-triathlon-hamburg-2026-2026;Triathlon;Triathlon;;;;;needs_fee_review;;;;;http://hamburg.triathlon.org/;http://hamburg.triathlon.org/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
frankfurt-city-triathlon-2026;Triathlon;Triathlon;;;;;needs_fee_review;;;;;http://www.frankfurt-city-triathlon.de;http://www.frankfurt-city-triathlon.de;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
o-see-challenge-dm-cross-triathlon-xterra-2026;Cross Triathlon / XTERRA;Cross triathlon;;;;;needs_fee_review;;;;;http://www.o-see-challenge.de;http://www.o-see-challenge.de;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
barmer-currex-alsterlauf-hamburg-2026;10K;10 km;;;;;needs_fee_review;;;;;https://www.alsterlauf-hamburg.de/;https://www.alsterlauf-hamburg.de/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
barmer-currex-alsterlauf-hamburg-2026;5K;5 km;;;;;needs_fee_review;;;;;https://www.alsterlauf-hamburg.de/;https://www.alsterlauf-hamburg.de/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
hella-hamburg-halbmarathon-2026;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://www.hamburg-halbmarathon.de/;https://www.hamburg-halbmarathon.de/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
haspa-halbmarathon-hamburg-2027;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://haspa-marathon-hamburg.de/halbmarathon/;https://haspa-marathon-hamburg.de/halbmarathon/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
kolner-halbmarathon-2026;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://koelner-halbmarathon.de/;https://koelner-halbmarathon.de/;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
sportscheck-run-munchen-2026;5K;5 km;;;;;needs_fee_review;;;;;https://www.sportscheck.com/run.html;https://www.sportscheck.com/run.html;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
sportscheck-run-munchen-2026;10K;10 km;;;;;needs_fee_review;;;;;https://www.sportscheck.com/run.html;https://www.sportscheck.com/run.html;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
sportscheck-run-munchen-2026;Half Marathon;21.0975 km;;;;;needs_fee_review;;;;;https://www.sportscheck.com/run.html;https://www.sportscheck.com/run.html;2026-06-27;low;Category structure prepared from the official event page or existing verified event distance data. Entry fee, start time, registration deadline and cutoff are shown only when verified from the official organizer source.
