event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;source_url;verification_status;priority;check_frequency;last_checked;next_check;source_note;image
IRONMAN 70.3 Westfriesland;Triathlon;21.06.2026;Hoorn;Netherlands;Hoorn, Netherlands;52.653272;5.0735802;Middle;Swim: Lake | Bike: Flat | Run: Flat;https://www.ironman.com/races/im703-westfriesland;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Frankfurt;Triathlon;28.06.2026;Frankfurt;Germany;Frankfurt, Germany;50.1106444;8.6820917;Full;Swim: Lake | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im-frankfurt;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Jonkoping;Triathlon;05.07.2026;Jonkoping;Sweden;Jonkoping, Sweden;57.7825634;14.165719;Middle;Swim: Lake | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-jonkoping;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Switzerland Thun;Triathlon;05.07.2026;Thun;Switzerland;Thun, Switzerland;46.7582827;7.628086;Full;Swim: Lake | Bike: Hilly | Run: Flat;https://www.ironman.com/races/im-switzerland;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Les Sables d'Olonne;Triathlon;05.07.2026;Les Sables d'Olonne;France;Les Sables d'Olonne, France;46.5263286;-1.767849;Middle;Swim: Ocean | Bike: Flat | Run: Rolling;https://www.ironman.com/races/im703-les-sables-dolonne;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Luxembourg;Triathlon;12.07.2026;Moselle;Luxembourg;Moselle, Luxembourg;50.0997553;5.9153518;Middle;Swim: River | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-luxembourg;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Vitoria-Gasteiz;Triathlon;12.07.2026;Vitoria-Gasteiz;Spain;Vitoria-Gasteiz, Spain;42.8465088;-2.6724025;Full;Swim: Lake | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im-vitoria;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Vitoria-Gasteiz;Triathlon;12.07.2026;Vitoria-Gasteiz;Spain;Vitoria-Gasteiz, Spain;42.8465088;-2.6724025;Middle;Swim: Lake | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-vitoria;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Gdynia;Triathlon;19.07.2026;Gdynia;Poland;Gdynia, Poland;54.5164982;18.5402738;Middle;Swim: Bay | Bike: Rolling | Run: Rolling;https://www.ironman.com/races/im703-gdynia;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Krakow;Triathlon;02.08.2026;Krakow;Poland;Krakow, Poland;50.0619474;19.9368564;Middle;Swim: Lake | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-krakow;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Kalmar-Sweden;Triathlon;15.08.2026;Kalmar;Sweden;Kalmar, Sweden;56.6628826;16.3662382;Full;Swim: Ocean | Bike: Flat | Run: Flat;https://www.ironman.com/races/im-kalmar;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Copenhagen;Triathlon;16.08.2026;Copenhagen;Denmark;Copenhagen, Denmark;55.6867243;12.5700724;Full;Swim: Bay | Bike: Rolling | Run: Rolling;https://www.ironman.com/races/im-copenhagen;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Leeds;Triathlon;16.08.2026;Leeds;United Kingdom;Leeds, United Kingdom;53.7974185;-1.5437941;Full;Swim: Lake | Bike: Hilly | Run: Hilly;https://www.ironman.com/races/im-leeds;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Duisburg;Triathlon;16.08.2026;Duisburg;Germany;Duisburg, Germany;51.434999;6.759562;Middle;Swim: Lake | Bike: Flat | Run: Rolling;https://www.ironman.com/races/im703-duisburg;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Tallinn;Triathlon;22.08.2026;Tallinn;Estonia;Tallinn, Estonia;59.437242;24.7572693;Full;Swim: Bay | Bike: Flat | Run: Flat;https://www.ironman.com/races/im-tallinn;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Leipzig;Triathlon;23.08.2026;Leipzig;Germany;Leipzig, Germany;51.3406321;12.3747329;Middle;Swim: Lake | Bike: Flat | Run: Flat;https://www.ironman.com/races/im703-leipzig;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Vichy;Triathlon;23.08.2026;Vichy;France;Vichy, France;46.124017;3.4203658;Full;Swim: River | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im-vichy;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Tallinn;Triathlon;23.08.2026;Tallinn;Estonia;Tallinn, Estonia;59.437242;24.7572693;Middle;Swim: Bay | Bike: Flat | Run: Flat;https://www.ironman.com/races/im703-tallinn;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Vichy;Triathlon;23.08.2026;Vichy;France;Vichy, France;46.124017;3.4203658;Middle;Swim: River | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-vichy;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Poznan;Triathlon;30.08.2026;Poznan;Poland;Poznan, Poland;52.4082663;16.9335199;Middle;Swim: Lake | Bike: Flat | Run: Flat;https://www.ironman.com/races/im703-poznan;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Zell am See-Kaprun;Triathlon;30.08.2026;Zell am See;Austria;Zell am See, Austria;47.3239636;12.7963165;Middle;Swim: Lake | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-zell-am-see;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Knokke-Heist;Triathlon;06.09.2026;Knokke-Heist;Belgium;Knokke-Heist, Belgium;51.3433866;3.2884738;Middle;Swim: River | Bike: Flat | Run: Flat;https://www.ironman.com/races/im703-knokke-heist;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Erkner;Triathlon;13.09.2026;Erkner;Germany;Erkner, Germany;52.4259804;13.7542811;Middle;Swim: Lake | Bike: Flat | Run: Flat;https://www.ironman.com/races/im703-erkner;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Wales;Triathlon;13.09.2026;Pembrokeshire;United Kingdom;Pembrokeshire, United Kingdom;51.8339209;-4.916667;Full;Swim: Ocean | Bike: Hilly | Run: Hilly;https://www.ironman.com/races/im-wales;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Italy Emilia Romagna;Triathlon;19.09.2026;Cervia;Italy;Cervia, Italy;44.2609836;12.3495462;Full;Swim: Ocean | Bike: Flat | Run: Flat;https://www.ironman.com/races/im-emilia-romagna;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Emilia Romagna;Triathlon;20.09.2026;Cervia;Italy;Cervia, Italy;44.2609836;12.3495462;Middle;Swim: Ocean | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-emilia-romagna;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Weymouth;Triathlon;20.09.2026;Weymouth;United Kingdom;Weymouth, United Kingdom;50.6096257;-2.4543424;Middle;Swim: Ocean | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-weymouth;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Calella-Barcelona;Triathlon;04.10.2026;Calella;Spain;Calella, Spain;41.6132925;2.6576102;Full;Swim: Ocean | Bike: Flat | Run: Flat;https://www.ironman.com/races/im-barcelona;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN Portugal-Cascais;Triathlon;17.10.2026;Cascais;Portugal;Cascais, Portugal;38.6968919;-9.4204495;Full;Swim: Bay | Bike: Rolling | Run: Rolling;https://www.ironman.com/races/im-cascais;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Cascais Portugal;Triathlon;17.10.2026;Cascais;Portugal;Cascais, Portugal;38.6968919;-9.4204495;Middle;Swim: Bay | Bike: Rolling | Run: Rolling;https://www.ironman.com/races/im703-cascais;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Málaga;Triathlon;18.10.2026;Málaga;Spain;Málaga, Spain;36.7647913;-4.4422005;Middle;Swim: Ocean | Bike: Flat | Run: Flat;https://www.ironman.com/races/im703-malaga;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Poreč;Triathlon;18.10.2026;Porec;Croatia;Porec, Croatia;45.2271961;13.5957333;Middle;Swim: Ocean | Bike: Rolling | Run: Rolling;https://www.ironman.com/races/im703-croatia;IRONMAN official URL verified via Transition discovery;;;;;;;;
IRONMAN 70.3 Costa Navarino, Peloponnese, Greece;Triathlon;25.10.2026;Peloponnese;Greece;Peloponnese, Greece;37.3522056;22.3300468;Middle;Swim: Ocean | Bike: Rolling | Run: Flat;https://www.ironman.com/races/im703-greece;IRONMAN official URL verified via Transition discovery;;;;;;;;
