event_name;sport;date;city;country;address;latitude;longitude;distance;description;event_url;data_source;image
Komnbine Familientriathlon;Triathlon;31.05.2026;Marburg;Germany;Marburg, Germany;50.804;8.774;Triathlon;Region: Hessen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/05-2026/komnbine-familientriathlon;http://my.raceresult.com/323534/registration;DTU Veranstaltungskalender;
Mons-Tabor-Triathlon;Triathlon;31.05.2026;Montabaur;Germany;Montabaur, Germany;50.404;7.867;Triathlon;Region: Rheinland-Pfalz Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/05-2026/mons-tabor-triathlon;http://www.westerwaldtriathlon.de;DTU Veranstaltungskalender;
Havelberg Triathlon 2026;Triathlon;06.06.2026;Havelberg;Germany;Havelberg, Germany;52.829;12.067;Triathlon;Region: Sachsen-Anhalt Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/havelberg-triathlon-2026;http://www.havelbergtriathlon.de;DTU Veranstaltungskalender;
Havelberg Triathlon Swim & Bike;Triathlon;06.06.2026;Havelberg;Germany;Havelberg, Germany;52.829;12.067;Triathlon;Region: Sachsen-Anhalt Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/havelberg-triathlon-swim-bike;http://www.havelbergtriathlon.de;DTU Veranstaltungskalender;
Berlin Triathlon;Triathlon;06.06.2026;Berlin;Germany;Berlin, Germany;52.484;13.478;Triathlon;Region: Berlin Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/berlin-triathlon;http://www.berlin-triathlon.de;DTU Veranstaltungskalender;
17. SCI Triathlon;Triathlon;06.06.2026;Schenefeld;Germany;Schenefeld, Germany;54.046;9.463;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/17-sci-triathlon;http://www.sci-triathlon.de;DTU Veranstaltungskalender;
16. GSYSTEMS-Koberbachtal-Triathlon - OD & JD;Triathlon;06.06.2026;Werdau/ OT Langenhessen;Germany;Werdau/ OT Langenhessen, Germany;50.746;12.414;Olympic;Region: Sachsen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/16-gsystems-koberbachtal-triathlon-od-jd;http://www.koberbachtal-triathlon.de;DTU Veranstaltungskalender;
20 VR-Triathlon Lauingen;Triathlon;07.06.2026;Lauingen;Germany;Lauingen, Germany;48.563;10.407;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/20-vr-triathlon-lauingen;http://www.triathlon.tvl.de;DTU Veranstaltungskalender;
Enni Triathlon Moers;Triathlon;07.06.2026;Moers;Germany;Moers, Germany;51.438;6.622;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/enni-triathlon-moers;http://www.enni-triathlon.de;DTU Veranstaltungskalender;
17. SCI Triathlon;Triathlon;07.06.2026;Schenefeld;Germany;Schenefeld, Germany;54.046;9.463;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/17-sci-triathlon-0;http://www.sci-triathlon.de;DTU Veranstaltungskalender;
RYZON Bonn Triathlon;Triathlon;07.06.2026;Bonn;Germany;Bonn, Germany;50.74;7.113;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/ryzon-bonn-triathlon;http://www.bonn-triathlon.de/;DTU Veranstaltungskalender;
24. Meerenergie Triathlon Bokeloh;Triathlon;07.06.2026;Wunstorf;Germany;Wunstorf, Germany;52.42;9.376;Triathlon;Region: Niedersachsen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/24-meerenergie-triathlon-bokeloh;http://www.svbutteramt.de;DTU Veranstaltungskalender;
IRONMAN Hamburg European Championship;Triathlon;07.06.2026;Hamburg;Germany;Hamburg, Germany;53.553;9.997;Full;Region: Hamburg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/ironman-hamburg-european-championship;http://www.ironman.com/races/im-hamburg;DTU Veranstaltungskalender;
9. Super-Cross-Sprint Triathlon;Triathlon;07.06.2026;Merzig;Germany;Merzig, Germany;49.443;6.627;Sprint;Region: Saarland Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/9-super-cross-sprint-triathlon;http://www.tri-sport.de;DTU Veranstaltungskalender;
17. Burgwald-Triathlon;Triathlon;07.06.2026;Burgwald;Germany;Burgwald, Germany;51.022;8.807;Triathlon;Region: Hessen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/17-burgwald-triathlon;http://www.burgwald-triathlon.de;DTU Veranstaltungskalender;
39. Meller Volks-Triathlon;Triathlon;07.06.2026;Melle;Germany;Melle, Germany;52.205;8.323;Triathlon;Region: Niedersachsen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/39-meller-volks-triathlon;http://www.scmelle.de/weitere-sportangebote/triathlon;DTU Veranstaltungskalender;
35. Reiling-Triathlon Harsewinkel;Triathlon;07.06.2026;Harsewinkel;Germany;Harsewinkel, Germany;51.966;8.22;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/35-reiling-triathlon-harsewinkel;http://www.trispeed.de;DTU Veranstaltungskalender;
38. TEAG Werratal-Crosstriathlon;Triathlon;07.06.2026;Breitungen;Germany;Breitungen, Germany;50.76;10.322;Triathlon;Region: Thüringen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/38-teag-werratal-crosstriathlon;http://www.triathlonverein-werratal.de;DTU Veranstaltungskalender;
32. IfA Nonstop Triathlon;Triathlon;07.06.2026;Rattelsdorf;Germany;Rattelsdorf, Germany;50.007;10.909;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/32-ifa-nonstop-triathlon;http://www.ifa-nonstop-bamberg.de;DTU Veranstaltungskalender;
39. Kallmünzer Sparkassen-Triathlon;Triathlon;13.06.2026;Kallmünz;Germany;Kallmünz, Germany;49.161;11.953;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/39-kallmuenzer-sparkassen-triathlon;http://www.atsv-kallmuenz.de/triathlon;DTU Veranstaltungskalender;
24. Schlosstriathlon Moritzburg;Triathlon;13.06.2026;Moritzburg;Germany;Moritzburg, Germany;51.157;13.68;Triathlon;Region: Sachsen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/24-schlosstriathlon-moritzburg;https://dtu.it4sport.de/ta_startpass.html;DTU Veranstaltungskalender;
38. Erich-Fill-Triathlon;Triathlon;13.06.2026;Taunusstein;Germany;Taunusstein, Germany;50.145;8.151;Triathlon;Region: Hessen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/38-erich-fill-triathlon;http://www.erich-fill-triathlon.de;DTU Veranstaltungskalender;
Audi Triathlon Ingolstadt powered by BÜCHL;Triathlon;14.06.2026;Ingolstadt;Germany;Ingolstadt, Germany;48.753;11.394;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/audi-triathlon-ingolstadt-powered-buechl;http://www.triathlon-ingolstadt.de;DTU Veranstaltungskalender;
VR Bank Triathlon Heilbronn powered by Audi;Triathlon;14.06.2026;Heilbronn;Germany;Heilbronn, Germany;49.144;9.217;Triathlon;Region: Baden-Württemberg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/vr-bank-triathlon-heilbronn-powered-audi;http://www.triathlon-heilbronn.de/;DTU Veranstaltungskalender;
22. Tankumsee Triathlon;Triathlon;14.06.2026;Sassenburg;Germany;Sassenburg, Germany;52.507;10.63;Triathlon;Region: Niedersachsen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/22-tankumsee-triathlon;http://www.triathlon-gifhorn.de;DTU Veranstaltungskalender;
3. Oste-Triathlon Bremervörde;Triathlon;14.06.2026;Bremervörde;Germany;Bremervörde, Germany;53.49;9.146;Triathlon;Region: Niedersachsen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/3-oste-triathlon-bremervoerde;http://www.oste-sport.de;DTU Veranstaltungskalender;
3. Niedensteiner Volkstriathlon;Triathlon;14.06.2026;Niedenstein;Germany;Niedenstein, Germany;51.213;9.349;Triathlon;Region: Hessen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/3-niedensteiner-volkstriathlon;http://sg1898chattengau.de;DTU Veranstaltungskalender;
12. Feuchtwanger Triathlon;Triathlon;14.06.2026;Feuchtwangen;Germany;Feuchtwangen, Germany;49.161;10.325;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/12-feuchtwanger-triathlon;http://www.triathlon-feuchtwangen.de;DTU Veranstaltungskalender;
31. Stadttriathlon Erding 2026;Triathlon;14.06.2026;Erding;Germany;Erding, Germany;48.319;11.909;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/31-stadttriathlon-erding-2026;http://www.stadttriathlon-erding.de;DTU Veranstaltungskalender;
33. Mußbach Triathlon;Triathlon;14.06.2026;Neustadt;Germany;Neustadt, Germany;49.388;8.13;Triathlon;Region: Rheinland-Pfalz Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/33-mussbach-triathlon;http://tv-mussbach.de;DTU Veranstaltungskalender;
Lifestyle Würzburg Triathlon;Triathlon;14.06.2026;Erlabrunn;Germany;Erlabrunn, Germany;49.859;9.842;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/lifestyle-wuerzburg-triathlon;http://www.wuerzburg-triathlon.de;DTU Veranstaltungskalender;
9. Cottbuser Ostsee-Triathlon;Triathlon;14.06.2026;Teichland;Germany;Teichland, Germany;51.893;14.326;Triathlon;Region: Brandenburg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/9-cottbuser-ostsee-triathlon;http://tsv-cottbus.de;DTU Veranstaltungskalender;
Einhorn-Triathlon Bremen;Triathlon;14.06.2026;Bremen;Germany;Bremen, Germany;53.118;8.817;Triathlon;Region: Bremen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/einhorn-triathlon-bremen;http://www.unisee-triathlon.de;DTU Veranstaltungskalender;
StadtTriathlon Forchheim;Triathlon;14.06.2026;Forchheim;Germany;Forchheim, Germany;49.71;11.064;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/stadttriathlon-forchheim;http://www.stadttriathlon-forchheim.de;DTU Veranstaltungskalender;
Hardausee-Triathlon Jedermann und OD;Triathlon;14.06.2026;Suderburg;Germany;Suderburg, Germany;52.862;10.417;Olympic;Region: Niedersachsen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/hardausee-triathlon-jedermann-und-od;http://www.vfl-suderburg.de;DTU Veranstaltungskalender;
Nymphensee Triathlon;Triathlon;14.06.2026;Brieselang;Germany;Brieselang, Germany;52.584;13.018;Triathlon;Region: Brandenburg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/nymphensee-triathlon;http://nymphensee-triathlon.de;DTU Veranstaltungskalender;
37. Aasee Triathlon;Triathlon;14.06.2026;Bocholt;Germany;Bocholt, Germany;51.833;6.629;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/37-aasee-triathlon;http://www.aasee-triathlon.de;DTU Veranstaltungskalender;
25. Sternberger Triathlon;Triathlon;14.06.2026;Sternberg;Germany;Sternberg, Germany;53.662;11.949;Triathlon;Region: Mecklenburg-Vorpommern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/25-sternberger-triathlon;http://www.sternberger-triathlon.de;DTU Veranstaltungskalender;
7 Türme Triathlon 2026;Triathlon;14.06.2026;Lübeck;Germany;Lübeck, Germany;53.866;10.685;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/7-tuerme-triathlon-2026;http://www.7-tuerme-triathlon.de;DTU Veranstaltungskalender;
27. Midsummer-Triathlon;Triathlon;18.06.2026;Großensee;Germany;Großensee, Germany;53.615;10.349;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/27-midsummer-triathlon;http://www.midsummer-triathlon.de;DTU Veranstaltungskalender;
2. Lübecker Schultriathlon;Triathlon;18.06.2026;Lübeck;Germany;Lübeck, Germany;53.839;10.623;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/2-luebecker-schultriathlon;http://trisport-luebeck.de/veranstaltungen/schulertriathlon-2025/;DTU Veranstaltungskalender;
4. Grünheider Schultriathlon;Triathlon;19.06.2026;Grünheide (Mark);Germany;Grünheide (Mark), Germany;52.422;13.751;Triathlon;Region: Brandenburg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/4-gruenheider-schultriathlon;http://www.multisport-los.de;DTU Veranstaltungskalender;
12. Ockstädter Cross Triathlon im Kirschenberg;Triathlon;20.06.2026;Friedberg-Ockstadt;Germany;Friedberg-Ockstadt, Germany;50.339;8.806;Triathlon;Region: Hessen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/12-ockstaedter-cross-triathlon-im-kirschenberg;http://www.cross-triathlon-ockstadt.de;DTU Veranstaltungskalender;
Memmert Rothsee Triathlon;Triathlon;20.06.2026;Hilpoltstein;Germany;Hilpoltstein, Germany;49.209;11.187;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/memmert-rothsee-triathlon;http://www.rothsee-triathlon.de;DTU Veranstaltungskalender;
29. Arendsee Triathlon;Triathlon;20.06.2026;Arendsee (Altmark);Germany;Arendsee (Altmark), Germany;52.881;11.486;Triathlon;Region: Sachsen-Anhalt Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/29-arendsee-triathlon;http://arendsee-triathlon.de/;DTU Veranstaltungskalender;
Rosenstadt-Triathlon;Triathlon;21.06.2026;Eutin;Germany;Eutin, Germany;54.137;10.619;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/rosenstadt-triathlon;http://www.rosenstadt-triathlon.de;DTU Veranstaltungskalender;
Viking Triathlon Schleswig;Triathlon;21.06.2026;Schleswig;Germany;Schleswig, Germany;54.513;9.558;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/termine/dtu-deutsche-meisterschaften/viking-triathlon-schleswig;http://www.viking-triathlon.de;DTU Veranstaltungskalender;
41. Hückeswagener Triathlon;Triathlon;21.06.2026;Hückeswagen;Germany;Hückeswagen, Germany;51.141;7.355;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/41-hueckeswagener-triathlon;http://www.atv-triathlon.de;DTU Veranstaltungskalender;
33. Steinbecker Triathlon;Triathlon;21.06.2026;Recke;Germany;Recke, Germany;52.339;7.736;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/33-steinbecker-triathlon;http://www.steinbeck-triathlon.de;DTU Veranstaltungskalender;
41. Lipperlandtriathlon;Triathlon;21.06.2026;Lage;Germany;Lage, Germany;51.963;8.756;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/41-lipperlandtriathlon;http://lipperlandtriathlon.tglage.de;DTU Veranstaltungskalender;
32. Heinz Beierstorf Triathlon Stutensee;Triathlon;21.06.2026;Stutensee;Germany;Stutensee, Germany;49.068;8.476;Triathlon;Region: Baden-Württemberg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/32-heinz-beierstorf-triathlon-stutensee;http://www.tsg-blankenloch.de;DTU Veranstaltungskalender;
29. Vierlanden-Triathlon;Triathlon;21.06.2026;Hamburg;Germany;Hamburg, Germany;53.473;10.173;Triathlon;Region: Hamburg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/29-vierlanden-triathlon;http://www.vierlanden-triathlon.de;DTU Veranstaltungskalender;
12.Mittelmosel Triathlon powered by vit:bikes Zell;Triathlon;21.06.2026;Bullay;Germany;Bullay, Germany;50.054;7.13;Triathlon;Region: Rheinland-Pfalz Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/12mittelmosel-triathlon-powered-vitbikes-zell;http://www.mittelmosel-triathlon.de;DTU Veranstaltungskalender;
34. Mühlchen-Triathlon Darmstadt-Arheilgen;Triathlon;21.06.2026;Darmstadt;Germany;Darmstadt, Germany;49.901;8.668;Triathlon;Region: Hessen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/34-muehlchen-triathlon-darmstadt-arheilgen;http://muehlchen-triathlon.de/;DTU Veranstaltungskalender;
Sparda Münster City Triathlon 2026;Triathlon;21.06.2026;Münster;Germany;Münster, Germany;51.951;7.638;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/sparda-muenster-city-triathlon-2026;http://www.sparda-muenster-city-triathlon.de/;DTU Veranstaltungskalender;
Nordhäuser Triathlon;Triathlon;21.06.2026;Nordhausen;Germany;Nordhausen, Germany;51.472;10.811;Triathlon;Region: Thüringen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/nordhaeuser-triathlon;http://www.triathlon-nordhausen.de;DTU Veranstaltungskalender;
35. Tölzer Triathlon;Triathlon;21.06.2026;Sachsenkam;Germany;Sachsenkam, Germany;47.822;11.622;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/35-toelzer-triathlon;http://www.tri-ath-lon.de;DTU Veranstaltungskalender;
14. Neunkircher Jedermann- und Staffeltriathlon;Triathlon;21.06.2026;Neunkirchen;Germany;Neunkirchen, Germany;49.344;7.184;Triathlon;Region: Saarland Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/14-neunkircher-jedermann-und-staffeltriathlon;http://www.neunkircher-triathlon.de;DTU Veranstaltungskalender;
11. NOSPA After Work Triathlon 2026;Triathlon;26.06.2026;Niebüll;Germany;Niebüll, Germany;54.785;8.818;Triathlon;Region: Schleswig-Holstein Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/11-nospa-after-work-triathlon-2026;http://my.raceresult.com/321050/;DTU Veranstaltungskalender;
9. Lauchringer Triathlon-Nacht;Triathlon;26.06.2026;Lauchringen;Germany;Lauchringen, Germany;47.624;8.305;Triathlon;Region: Baden-Württemberg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/9-lauchringer-triathlon-nacht;http://www.triathlon-lauchringen.de;DTU Veranstaltungskalender;
7. Heinersdorfer Schultriathlon;Triathlon;26.06.2026;Heinersdorf;Germany;Heinersdorf, Germany;52.356;14.151;Triathlon;Region: Brandenburg Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/7-heinersdorfer-schultriathlon;http://www.multisport-los.de;DTU Veranstaltungskalender;
35. Unterallgäuer Triathlon;Triathlon;27.06.2026;Ottobeuren;Germany;Ottobeuren, Germany;47.948;10.295;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/35-unterallgaeuer-triathlon;http://www.triathlon-ottobeuren.de;DTU Veranstaltungskalender;
18. Mitteldeutscher Firmenteam Triathlon;Triathlon;27.06.2026;Roßbach;Germany;Roßbach, Germany;51.26;11.91;Triathlon;Region: Sachsen-Anhalt Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/18-mitteldeutscher-firmenteam-triathlon;http://www.tc-merseburg.de;DTU Veranstaltungskalender;
41. Edersee-Triathlon;Triathlon;27.06.2026;Waldeck;Germany;Waldeck, Germany;51.208;9.065;Triathlon;Region: Hessen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/41-edersee-triathlon;http://www.edersee-triathlon.de;DTU Veranstaltungskalender;
17. ITH-Hennesee-Triathlon;Triathlon;27.06.2026;Meschede;Germany;Meschede, Germany;51.303;8.263;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/17-ith-hennesee-triathlon;http://www.ith-hennesee-triathlon.de;DTU Veranstaltungskalender;
Swim + Run Vol. 13 / Triathlon Waldfeucht;Triathlon;27.06.2026;Heinsberg - Kirchhoven;Germany;Heinsberg - Kirchhoven, Germany;51.04;6.06;Triathlon;Region: Nordrhein-Westfalen Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/swim-run-vol-13-triathlon-waldfeucht;https://dtu.it4sport.de/ta_startpass.html;DTU Veranstaltungskalender;
Triathlon Dierhagen;Triathlon;27.06.2026;Dierhagen;Germany;Dierhagen, Germany;54.291;12.359;Triathlon;Region: Mecklenburg-Vorpommern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/triathlon-dierhagen;http://www.polizeisportverein-rdg.de;DTU Veranstaltungskalender;
TenneT POWERTRIATHLON Trebgast 2026;Triathlon;28.06.2026;Trebgast;Germany;Trebgast, Germany;50.062;11.55;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/tennet-powertriathlon-trebgast-2026;http://www.triathlon-trebgast.de;DTU Veranstaltungskalender;
4. Neustädter Triathlon Sprintdistanz;Triathlon;28.06.2026;Neustadt a.d. Donau;Germany;Neustadt a.d. Donau, Germany;48.809;11.764;Triathlon;Region: Bayern Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/4-neustaedter-triathlon-sprintdistanz;http://www.tsv-bad-goegging.de;DTU Veranstaltungskalender;
20. Geiseltal-Hasse-See-Triathlon;Triathlon;28.06.2026;Roßbach;Germany;Roßbach, Germany;51.26;11.91;Triathlon;Region: Sachsen-Anhalt Source listing: https://www.triathlondeutschland.de/aktive/wettkaempfe/veranstaltungskalender/06-2026/20-geiseltal-hasse-see-triathlon;http://www.tc-merseburg.de;DTU Veranstaltungskalender;
