severity;event_name;event_id;city;country;current_date;issues;reason;recommended_action
clean;Heidenheimer Sparkassen-Stadtlauf;heidenheimer-sparkassen-stadtlauf-heidenheim-13-06-2027;Heidenheim;Germany;13.06.2027;;;No date action required.
info;Drebber Marathon;drebber-marathon-drebber-13-06-2026;Drebber;Germany;13.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Eschathlon - Der Eschborner Halbmarathon;eschathlon-der-eschborner-halbmarathon-eschborn-13-06-2027;Eschborn;Germany;13.06.2027;;;No date action required.
clean;Hennefer Europalauf;hennefer-europalauf-hennef-20-06-2026;Hennef;Germany;20.06.2026;;;No date action required.
info;Rennsteig Staffellauf;rennsteig-staffellauf-horschel-20-06-2026;Hörschel;Germany;20.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Skatstadtmarathon;skatstadtmarathon-altenburg-12-06-2027;Altenburg;Germany;12.06.2027;;;No date action required.
clean;Barmstedter Stadtlauf;barmstedter-stadtlauf-barmstedt-14-06-2026;Barmstedt;Germany;14.06.2026;;;No date action required.
clean;Sparkassen Metropolmarathon;sparkassen-metropolmarathon-furth-20-06-2027;Fürth;Germany;20.06.2027;;;No date action required.
clean;Sababurger Tierparklauf;sababurger-tierparklauf-hofgeismar-sababurg-21-06-2026;Hofgeismar-Sababurg;Germany;21.06.2026;;;No date action required.
clean;Melibokuslauf;melibokuslauf-alsbach-hahnlein-14-06-2026;Alsbach-Hähnlein;Germany;14.06.2026;;;No date action required.
clean;Draisinenlauf Altenglan;draisinenlauf-altenglan-altenglan-21-06-2026;Altenglan;Germany;21.06.2026;;;No date action required.
clean;Fichtelgebirgsmarathon;fichtelgebirgsmarathon-bad-alexandersbad-04-07-2026;Bad Alexandersbad;Germany;04.07.2026;;;No date action required.
clean;Montafon Arlberg Marathon;montafon-arlberg-marathon-st-anton-am-arlberg-26-06-2027;St. Anton am Arlberg;Austria;26.06.2027;;;No date action required.
clean;Flechtkulturlauf Obermain;flechtkulturlauf-obermain-lichtenfels-20-06-2026;Lichtenfels;Germany;20.06.2026;;;No date action required.
clean;Remmers-Hasetal Marathon;remmers-hasetal-marathon-loningen-26-06-2027;Löningen;Germany;26.06.2027;;;No date action required.
clean;Gornergrat Zermatt Marathon;gornergrat-zermatt-marathon-st-niklaus-03-07-2027;St. Niklaus;Switzerland;03.07.2027;;;No date action required.
clean;Roruper Abendlauf;roruper-abendlauf-dulmen-rorup-10-07-2026;Dülmen-Rorup;Germany;10.07.2026;;;No date action required.
clean;Eselsburger-Tal-Lauf;eselsburger-tal-lauf-herbrechtingen-05-07-2026;Herbrechtingen;Germany;05.07.2026;;;No date action required.
clean;ProPotsdam Schlösserlauf;propotsdam-schlosserlauf-potsdam-06-06-2027;Potsdam;Germany;06.06.2027;;;No date action required.
clean;SportScheck RUN München;sportscheck-run-munchen-munchen-18-06-2027;München;Germany;18.06.2027;;;No date action required.
info;Gletschermarathon Pitztal;gletschermarathon-pitztal-sankt-leonhard-im-pitztal-05-07-2026;Sankt Leonhard im Pitztal;Austria;05.07.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Ermstal-Marathon;ermstal-marathon-metzingen-12-07-2026;Metzingen;Germany;12.07.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Heizomat Altmühlseelauf;heizomat-altmuhlseelauf-gunzenhausen-18-07-2026;Gunzenhausen;Germany;18.07.2026;;;No date action required.
clean;Küstenkanallauf;kustenkanallauf-friesoythe-kampe-04-07-2026;Friesoythe/Kampe;Germany;04.07.2026;;;No date action required.
info;Ottonenlauf;ottonenlauf-alexisbad-01-08-2026;Alexisbad;Germany;01.08.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Altmühl-Jura Halbmarathon;altmuhl-jura-halbmarathon-greding-26-07-2026;Greding;Germany;26.07.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Rheingauer Halbmarathon;rheingauer-halbmarathon-oestrich-winkel-26-07-2026;Oestrich-Winkel;Germany;26.07.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Marburger Nachtmarathon;marburger-nachtmarathon-marburg-03-07-2026;Marburg;Germany;03.07.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Wilhelmsfelder Kerwelauf;wilhelmsfelder-kerwelauf-wilhelmsfeld-05-07-2026;Wilhelmsfeld;Germany;05.07.2026;;;No date action required.
info;Marathon rund um Wellen;marathon-rund-um-wellen-wellen-02-08-2026;Wellen;Germany;02.08.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Kapellenlauf Vorra;kapellenlauf-vorra-frensdorf-02-08-2026;Frensdorf;Germany;02.08.2026;;;No date action required.
clean;Eilenriederennen Hannover;eilenriederennen-hannover-hannover-30-08-2026;Hannover;Germany;30.08.2026;;;No date action required.
info;FlorSTADT Halbmarathon;florstadt-halbmarathon-florstadt-23-08-2026;Florstadt;Germany;23.08.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Borkumer Meilenlauf;borkumer-meilenlauf-borkum-05-09-2026;Borkum;Germany;05.09.2026;;;No date action required.
info;Rosengartenlauf;rosengartenlauf-rosengarten-vahrendorf-23-08-2026;Rosengarten-Vahrendorf;Germany;23.08.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Jungfrau Marathon;jungfrau-marathon-interlaken-04-09-2026;Interlaken;Switzerland;04.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Steinhuder-Meer-Lauf;steinhuder-meer-lauf-neustadt-am-rubenberge-05-09-2026;Neustadt am Rübenberge;Germany;05.09.2026;;;No date action required.
info;City Marathon Bremerhaven;city-marathon-bremerhaven-bremerhaven-06-09-2026;Bremerhaven;Germany;06.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;BORSIG Halbmarathon;borsig-halbmarathon-berlin-06-09-2026;Berlin;Germany;06.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Koberstädter Waldmarathon;koberstadter-waldmarathon-egelsbach-30-08-2026;Egelsbach;Germany;30.08.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Burgwald Märchen Marathon;burgwald-marchen-marathon-rauschenberg-30-08-2026;Rauschenberg;Germany;30.08.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Fehmarn Marathon;fehmarn-marathon-fehmarn-05-09-2026;Fehmarn;Germany;05.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Flensburg liebt dich Marathon;flensburg-liebt-dich-marathon-flensburg-06-09-2026;Flensburg;Germany;06.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;swb Bremen Marathon;swb-bremen-marathon-bremen-13-09-2026;Bremen;Germany;13.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Fränkische Schweiz Marathon;frankische-schweiz-marathon-ebermannstadt-06-09-2026;Ebermannstadt;Germany;06.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Pfälzerwald Marathon;pfalzerwald-marathon-pirmasens-12-09-2026;Pirmasens;Germany;12.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;wep-Strom Lauf;wep-strom-lauf-huckelhoven-13-09-2026;Hückelhoven;Germany;13.09.2026;;;No date action required.
info;Friedberger Halbmarathon;friedberger-halbmarathon-friedberg-i-bayern-13-09-2026;Friedberg i.Bayern;Germany;13.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;ebm-papst Marathon;ebm-papst-marathon-niedernhall-13-09-2026;Niedernhall;Germany;13.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Schweriner Fünf-Seen-Lauf;schweriner-funf-seen-lauf-schwerin-04-07-2026;Schwerin;Germany;04.07.2026;;;No date action required.
clean;Ahrathon Erlebnislauf;ahrathon-erlebnislauf-bad-neuenahr-ahrweiler-12-06-2027;Bad Neuenahr-Ahrweiler;Germany;12.06.2027;;;No date action required.
clean;Schapener Volkslauf;schapener-volkslauf-braunschweig-06-09-2026;Braunschweig;Germany;06.09.2026;;;No date action required.
info;Bodensee Marathon;bodensee-marathon-kressbronn-19-09-2026;Kressbronn;Germany;19.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Wachau Marathon;wachau-marathon-krems-13-09-2026;Krems;Austria;13.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Trail Marathon Heidelberg;trail-marathon-heidelberg-heidelberg-20-09-2026;Heidelberg;Germany;20.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Brauereienlauf;brauereienlauf-litzendorf-19-09-2026;Litzendorf;Germany;19.09.2026;;;No date action required.
info;Sparkassen - Küstenmarathon;sparkassen-kustenmarathon-otterndorf-20-09-2026;Otterndorf;Germany;20.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Altstadtlauf Salzwedel;altstadtlauf-salzwedel-salzwedel-20-09-2026;Salzwedel;Germany;20.09.2026;;;No date action required.
clean;Schuster Tegernseelauf;schuster-tegernseelauf-gmund-am-tegernsee-20-09-2026;Gmund am Tegernsee;Germany;20.09.2026;;;No date action required.
info;Taubertal 100;taubertal-100-rothenburg-ob-der-tauber-03-10-2026;Rothenburg ob der Tauber;Germany;03.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Baden Marathon Karlsruhe;baden-marathon-karlsruhe-karlsruhe-20-09-2026;Karlsruhe;Germany;20.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Einstein Marathon;einstein-marathon-ulm-27-09-2026;Ulm;Germany;27.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Halbmarathon Altötting;halbmarathon-altotting-altotting-20-09-2026;Altötting;Germany;20.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Schwarzwald Marathon;schwarzwald-marathon-braunlingen-10-10-2026;Bräunlingen;Germany;10.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Kaisermarathon;kaisermarathon-soll-10-10-2026;Söll;Austria;10.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Kärntner Marathon;karntner-marathon-feldkirchen-27-09-2026;Feldkirchen;Austria;27.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Fulda Marathon;fulda-marathon-fulda-06-09-2026;Fulda;Germany;06.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Eindhoven Marathon;eindhoven-marathon-eindhoven-11-10-2026;Eindhoven;Netherlands;11.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Graz Marathon;graz-marathon-graz-11-10-2026;Graz;Austria;11.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;RIBE Citylauf Schwabach;ribe-citylauf-schwabach-schwabach-11-10-2026;Schwabach;Germany;11.10.2026;;;No date action required.
info;Marathon München by Brooks;marathon-munchen-by-brooks-munchen-11-10-2026;München;Germany;11.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Hachenburg Löwen Marathon;hachenburg-lowen-marathon-hachenburg-17-10-2026;Hachenburg;Germany;17.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Drei-Talsperren Marathon;drei-talsperren-marathon-eibenstock-19-09-2026;Eibenstock;Germany;19.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Leipzig RUN;leipzig-run-leipzig-11-10-2026;Leipzig;Germany;11.10.2026;;;No date action required.
info;Filderstadt-Halbmarathon;filderstadt-halbmarathon-filderstadt-18-10-2026;Filderstadt;Germany;18.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Swiss City Marathon Lucerne;swiss-city-marathon-lucerne-luzern-25-10-2026;Luzern;Switzerland;25.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Westenergie Marathon;westenergie-marathon-essen-11-10-2026;Essen;Germany;11.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Braunschweiger Lauftage;braunschweiger-lauftage-braunschweig-25-10-2026;Braunschweig;Germany;25.10.2026;;;No date action required.
info;Usedom Marathon;usedom-marathon-wolgast-05-09-2026;Wolgast;Germany;05.09.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Aschaffenburger Sparkassen Halbmarathon;aschaffenburger-sparkassen-halbmarathon-aschaffenburg-04-10-2026;Aschaffenburg;Germany;04.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Chiemgau Trail Run;chiemgau-trail-run-marquartstein-24-10-2026;Marquartstein;Germany;24.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Karneval Marathon Köln;karneval-marathon-koln-koln-11-11-2026;Köln;Germany;11.11.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;SportScheck RUN Nürnberg;sportscheck-run-nurnberg-nurnberg-25-10-2026;Nürnberg;Germany;25.10.2026;;;No date action required.
info;Lausanne Marathon;lausanne-marathon-lausanne-25-10-2026;Lausanne;Switzerland;25.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Schloss Marienburg Marathon;schloss-marienburg-marathon-nordstemmen-adensen-21-11-2026;Nordstemmen-Adensen;Germany;21.11.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Röntgenlauf;rontgenlauf-remscheid-25-10-2026;Remscheid;Germany;25.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Siebengebirgsmarathon;siebengebirgsmarathon-bad-honnef-06-12-2026;Bad Honnef;Germany;06.12.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Zürich Marathon;zurich-marathon-zurich-11-04-2027;Zürich;Switzerland;11.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Falke Rothaarsteig Marathon;falke-rothaarsteig-marathon-fleckenberg-17-10-2026;Fleckenberg;Germany;17.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Oldenburg Marathon;oldenburg-marathon-edewecht-25-10-2026;Edewecht;Germany;25.10.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Mein Freiburg Marathon;mein-freiburg-marathon-freiburg-04-04-2027;Freiburg;Germany;04.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Winterstaffel Pulheim;winterstaffel-pulheim-pulheim-31-01-2027;Pulheim;Germany;31.01.2027;;;No date action required.
info;uniper Marathon Düsseldorf;uniper-marathon-dusseldorf-dusseldorf-18-04-2027;Düsseldorf;Germany;18.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;ADAC Marathon Hannover;adac-marathon-hannover-hannover-11-04-2027;Hannover;Germany;11.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Frauenfelder Marathon;frauenfelder-marathon-frauenfeld-15-11-2026;Frauenfeld;Switzerland;15.11.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Tangermünder Elbdeichmarathon;tangermunder-elbdeichmarathon-tangermunde-18-04-2027;Tangermünde;Germany;18.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Saaletal Marathon;saaletal-marathon-ramsthal-10-04-2027;Ramsthal;Germany;10.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Ring Running Series;ring-running-series-hockenheim-21-11-2026;Hockenheim;Germany;21.11.2026;;;No date action required.
info;Rursee Marathon;rursee-marathon-simmerath-08-11-2026;Simmerath;Germany;08.11.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Salvus-Teekottenlauf;salvus-teekottenlauf-emsdetten-23-04-2027;Emsdetten;Germany;23.04.2027;;;No date action required.
info;Leipzig Marathon;leipzig-marathon-leipzig-18-04-2027;Leipzig;Germany;18.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Vienna City Marathon;vienna-city-marathon-vienna-18-04-2027;Vienna;Austria;18.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Cuxhaven Marathon;cuxhaven-marathon-cuxhaven-02-05-2027;Cuxhaven;Germany;02.05.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Obermain Marathon;obermain-marathon-bad-staffelstein-11-04-2027;Bad Staffelstein;Germany;11.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Spreewald Marathon;spreewald-marathon-burg-25-04-2027;Burg;Germany;25.04.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Marathon Deutsche Weinstraße;marathon-deutsche-weinstra-e-bockenheim-02-04-2028;Bockenheim;Germany;02.04.2028;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;9. Super-Cross-Sprint Triathlon;9-super-cross-sprint-triathlon-merzig-07-06-2026;Merzig;Germany;07.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;PUMA Salzburg Marathon;puma-salzburg-marathon-salzburg-23-05-2027;Salzburg;Austria;23.05.2027;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;RYZON Bonn Triathlon;ryzon-bonn-triathlon-bonn-06-06-2027;Bonn;Germany;06.06.2027;;;No date action required.
info;17. Burgwald-Triathlon;17-burgwald-triathlon-burgwald-07-06-2026;Burgwald;Germany;07.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;16. GSYSTEMS-Koberbachtal-Triathlon - OD & JD;16-gsystems-koberbachtal-triathlon-od-jd-werdau-ot-langenhessen-06-06-2026;Werdau/ OT Langenhessen;Germany;06.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Enni Triathlon Moers;enni-triathlon-moers-moers-06-06-2027;Moers;Germany;06.06.2027;;;No date action required.
info;24. Meerenergie Triathlon Bokeloh;24-meerenergie-triathlon-bokeloh-wunstorf-07-06-2026;Wunstorf;Germany;07.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;VR Bank Triathlon Heilbronn powered by Audi;vr-bank-triathlon-heilbronn-powered-by-audi-heilbronn-13-06-2027;Heilbronn;Germany;13.06.2027;;;No date action required.
info;12. Feuchtwanger Triathlon;12-feuchtwanger-triathlon-feuchtwangen-14-06-2026;Feuchtwangen;Germany;14.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;39. Kallmünzer Sparkassen-Triathlon;39-kallmunzer-sparkassen-triathlon-kallmunz-13-06-2026;Kallmünz;Germany;13.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;3. Oste-Triathlon Bremervörde;3-oste-triathlon-bremervorde-bremervorde-14-06-2026;Bremervörde;Germany;14.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;9. Cottbuser Ostsee-Triathlon;9-cottbuser-ostsee-triathlon-teichland-14-06-2026;Teichland;Germany;14.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;Havelberg Triathlon 2026;havelberg-triathlon-2026-havelberg-06-06-2026;Havelberg;Germany;06.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
clean;Lifestyle Würzburg Triathlon;lifestyle-wurzburg-triathlon-erlabrunn-13-06-2027;Erlabrunn;Germany;13.06.2027;;;No date action required.
info;25. Sternberger Triathlon;25-sternberger-triathlon-sternberg-14-06-2026;Sternberg;Germany;14.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;35. Reiling-Triathlon Harsewinkel;35-reiling-triathlon-harsewinkel-harsewinkel-07-06-2026;Harsewinkel;Germany;07.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;33. Mußbach Triathlon;33-mu-bach-triathlon-neustadt-14-06-2026;Neustadt;Germany;14.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
info;12. Ockstädter Cross Triathlon im Kirschenberg;12-ockstadter-cross-triathlon-im-kirschenberg-friedberg-ockstadt-20-06-2026;Friedberg-Ockstadt;Germany;20.06.2026;next_check_overdue;Next check date is already in the past.;Run source verification and move next_check forward.
